user_id,app_name,age,gender,country,urban_rural,income_level,employment_status,education_level,relationship_status,has_children,exercise_hours_per_week,sleep_hours_per_night,diet_quality,smoking,alcohol_frequency,perceived_stress_score,self_reported_happiness,body_mass_index,blood_pressure_systolic,blood_pressure_diastolic,daily_steps_count,weekly_work_hours,hobbies_count,social_events_per_month,books_read_per_year,volunteer_hours_per_month,travel_frequency_per_year,daily_active_minutes_instagram,sessions_per_day,posts_created_per_week,reels_watched_per_day,stories_viewed_per_day,likes_given_per_day,comments_written_per_day,dms_sent_per_week,dms_received_per_week,ads_viewed_per_day,ads_clicked_per_day,time_on_feed_per_day,time_on_explore_per_day,time_on_messages_per_day,time_on_reels_per_day,followers_count,following_count,uses_premium_features,notification_response_rate,account_creation_year,last_login_date,average_session_length_minutes,content_type_preference,preferred_content_theme,privacy_setting_level,two_factor_auth_enabled,biometric_login_used,linked_accounts_count,subscription_status,user_engagement_score
977,Instagram,58,Male,South Korea,Urban,Upper-middle,Unemployed,Some college,In a relationship,No,15.2,7.6,Good,No,Weekly,13,8,24.8,119,84,7990,42.8,3,4,11,5.6,3,49.0,4,4,69,56,62,14,10,6,11,5,21,7,10,11,8547,4702,No,0.37,2014,2025-05-24,12.2,Photos,Music,Friends only,Yes,No,4,Free,2.04
978,Instagram,46,Male,Other,Suburban,Low,Full-time employed,Bachelor’s,Divorced,Yes,3.6,5.3,Poor,No,Rarely,0,1,24.3,132,87,7952,27.9,3,2,8,6.3,3,30.0,1,3,54,47,39,11,10,12,8,3,16,7,5,8,1097,1027,No,0.95,2022,2025-12-15,30.0,Live,Other,Private,Yes,Yes,3,Free,2.26
979,Instagram,61,Female,Germany,Urban,Upper-middle,Student,Some college,Married,No,6.3,7.1,Good,No,Never,39,5,21.4,116,91,7959,29.1,4,3,11,4.9,1,368.0,26,10,245,150,235,67,46,36,31,8,190,108,86,125,243,477,Yes,0.48,2022,2025-07-19,14.2,Videos,Food,Private,Yes,No,1,Free,1.08
980,Instagram,26,Male,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,Yes,4.0,5.9,Average,No,Never,23,10,20.0,120,90,8018,35.0,0,3,12,2.7,1,135.0,7,3,221,84,93,35,28,25,16,1,65,14,33,37,4009,6611,No,0.44,2019,2025-11-07,19.3,Reels,Art,Friends only,Yes,Yes,1,Free,1.26
981,Instagram,38,Male,Brazil,Urban,Middle,Full-time employed,Some college,Single,No,5.0,8.8,Poor,No,Weekly,14,8,28.7,105,88,7911,32.2,2,5,10,3.1,4,124.0,5,3,115,89,87,33,26,23,13,6,61,32,29,33,1125,1811,No,0.39,2011,2025-03-26,24.8,Live,Food,Friends only,Yes,No,3,Free,1.3
982,Instagram,57,Female,India,Urban,Middle,Freelancer,Bachelor’s,In a relationship,No,4.1,5.7,Good,No,Never,26,2,24.5,151,81,7977,33.7,3,3,6,4.1,1,296.0,25,6,229,148,171,42,38,44,34,6,175,87,40,104,2109,2462,Yes,0.89,2012,2025-10-24,11.8,Stories,Other,Public,Yes,Yes,5,Premium,0.92
983,Instagram,39,Male,Other,Urban,Middle,Full-time employed,Bachelor’s,In a relationship,No,2.6,9.0,Good,No,Never,23,5,25.3,151,68,8056,43.7,4,2,10,6.0,4,254.0,8,10,193,113,152,41,29,39,24,6,139,41,44,66,1405,2923,Yes,0.22,2020,2025-04-25,31.8,Stories,Art,Friends only,Yes,No,0,Free,1.04
984,Instagram,21,Female,Brazil,Rural,Upper-middle,Full-time employed,Bachelor’s,Married,Yes,3.9,5.7,Good,No,Rarely,37,9,20.9,143,88,7957,36.6,2,2,5,2.9,3,354.0,13,8,300,150,200,63,53,65,40,13,209,68,81,100,448,189,No,0.83,2011,2025-03-19,27.2,Videos,Tech,Friends only,No,No,1,Free,0.99
985,Instagram,38,Male,United Kingdom,Suburban,Upper-middle,Student,Bachelor’s,Single,No,4.1,6.6,Excellent,No,Never,4,6,25.2,131,86,7897,27.5,2,3,15,4.1,2,50.0,2,3,72,52,59,20,16,16,10,1,28,12,9,15,307,737,No,0.08,2010,2025-01-29,25.0,Mixed,Fashion,Public,No,No,1,Premium,2.12
986,Instagram,59,Female,Brazil,Rural,Low,Unemployed,Some college,Married,No,9.2,7.4,Good,No,Rarely,22,4,17.2,156,95,8084,29.7,2,4,10,2.8,4,189.0,6,0,130,122,144,27,33,41,25,2,95,28,24,56,154,145,No,0.74,2015,2025-04-11,31.5,Photos,Fashion,Private,No,No,4,Free,1.04
987,Instagram,34,Female,Brazil,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,Yes,8.0,6.5,Average,Yes,Never,15,5,26.2,133,98,7975,55.7,4,4,19,0.4,3,207.0,11,3,191,90,105,38,42,31,24,7,84,24,21,56,1101,1786,No,0.17,2025,2025-07-17,18.8,Live,Fashion,Friends only,No,No,2,Free,0.91
988,Instagram,59,Female,United States,Suburban,Upper-middle,Full-time employed,Bachelor’s,In a relationship,No,11.4,9.6,Average,Yes,Never,27,7,18.2,126,95,8026,46.7,3,4,9,2.3,5,204.0,14,5,142,128,115,25,20,36,22,3,94,58,34,68,738,1739,No,0.08,2018,2025-03-18,14.6,Videos,Music,Public,No,No,0,Premium,0.88
989,Instagram,42,Male,Other,Suburban,Lower-middle,Student,High school,In a relationship,Yes,11.0,6.1,Average,No,Rarely,8,1,25.3,121,89,8061,40.7,3,3,17,3.8,2,162.0,7,4,134,85,110,33,21,28,12,6,67,23,35,42,775,607,No,0.68,2018,2025-07-23,23.1,Mixed,Travel,Public,Yes,Yes,3,Free,1.15
990,Instagram,55,Male,United States,Suburban,Upper-middle,Student,Master’s,Single,No,4.2,7.9,Excellent,No,Rarely,16,5,22.3,107,98,7817,54.4,4,3,10,2.5,1,123.0,7,4,112,81,85,27,16,18,13,3,70,17,15,38,1569,3021,No,0.15,2024,2025-01-27,17.6,Stories,Tech,Public,Yes,Yes,2,Premium,1.22
991,Instagram,60,Male,South Korea,Suburban,Upper-middle,Freelancer,Some college,Single,No,10.8,9.6,Very poor,No,Never,36,5,18.1,142,68,8194,33.9,2,4,10,6.6,5,266.0,24,9,214,134,177,46,44,36,22,6,150,34,49,92,4370,2564,No,0.83,2025,2025-01-01,11.1,Videos,Music,Friends only,No,No,1,Free,1.11
992,Instagram,29,Female,United States,Suburban,Lower-middle,Student,Some college,In a relationship,No,4.5,7.5,Very poor,No,Rarely,13,10,22.0,157,81,8030,31.6,0,3,6,3.8,5,128.0,7,1,195,66,90,29,24,27,18,1,58,22,21,48,528,553,Yes,0.74,2013,2025-04-25,18.3,Stories,Travel,Friends only,No,Yes,0,Premium,1.17
993,Instagram,38,Female,India,Urban,Upper-middle,Full-time employed,Some college,In a relationship,No,11.3,6.5,Excellent,No,Never,22,6,25.9,141,94,7955,31.2,4,4,7,4.7,3,139.0,6,5,128,95,99,33,20,25,16,6,80,20,20,30,104,235,No,0.3,2012,2025-07-27,23.2,Stories,Food,Private,Yes,No,1,Free,1.29
994,Instagram,48,Female,India,Rural,Middle,Student,Bachelor’s,Married,No,5.5,8.8,Average,No,Never,3,3,25.7,135,80,8040,60.0,0,7,6,6.5,3,94.0,3,5,91,71,61,19,16,17,10,2,45,20,18,20,4713,4837,No,0.18,2023,2025-08-27,31.3,Photos,Fitness,Private,Yes,Yes,1,Free,1.2
995,Instagram,13,Female,India,Urban,Low,Student,High school,Single,No,19.4,7.6,Average,No,Rarely,23,4,18.8,91,62,8001,20.2,6,5,10,4.5,2,290.0,8,11,300,132,170,59,39,38,48,12,171,48,67,85,510,438,Yes,0.69,2010,2025-07-07,36.2,Photos,Food,Private,Yes,No,1,Free,1.1
996,Instagram,20,Female,India,Suburban,Low,Student,Bachelor’s,In a relationship,Yes,3.4,7.2,Excellent,Yes,Rarely,36,4,27.7,101,97,7944,41.5,2,3,10,1.6,1,395.0,20,12,300,150,207,64,48,78,30,12,231,54,89,143,6115,10000,Yes,0.47,2013,2025-06-07,19.8,Videos,Fashion,Private,No,No,0,Premium,0.94
997,Instagram,61,Female,United Kingdom,Suburban,Low,Student,High school,Divorced,No,6.2,8.9,Average,No,Rarely,0,2,24.6,143,69,8050,31.7,8,3,8,4.4,1,72.0,3,2,71,54,58,19,16,18,11,4,32,18,16,16,213,240,No,0.39,2017,2025-02-26,24.0,Mixed,Other,Friends only,No,No,3,Business,1.4
998,Instagram,47,Female,India,Urban,Upper-middle,Student,High school,In a relationship,No,8.6,5.8,Poor,No,Weekly,7,4,31.7,118,60,8026,48.2,2,0,6,1.3,3,58.0,3,4,70,55,42,12,24,15,9,0,33,11,12,17,1179,1704,Yes,0.36,2010,2025-04-07,19.3,Stories,Fitness,Friends only,Yes,No,1,Free,1.32
999,Instagram,64,Male,United States,Suburban,Upper-middle,Full-time employed,Some college,In a relationship,Yes,11.5,5.7,Average,No,Never,21,1,22.4,125,67,8020,48.3,1,2,12,2.1,3,224.0,7,8,171,120,145,44,39,37,22,5,127,43,38,82,2304,1829,Yes,0.25,2018,2025-11-30,32.0,Videos,Tech,Friends only,No,No,2,Premium,1.14
1000,Instagram,27,Female,Canada,Urban,Middle,Unemployed,Bachelor’s,In a relationship,No,5.2,6.7,Average,No,Never,3,5,21.7,159,76,7983,42.1,3,7,11,3.4,4,72.0,8,5,131,67,60,12,7,18,13,5,35,10,10,19,518,1065,Yes,0.59,2023,2025-08-28,9.0,Mixed,Tech,Public,No,No,2,Free,1.36
1001,Instagram,59,Female,India,Suburban,Lower-middle,Full-time employed,Some college,Single,No,1.4,6.8,Very poor,No,Several times a week,32,4,21.3,107,75,8010,32.0,4,4,11,5.7,3,273.0,8,11,197,144,176,52,40,38,31,9,151,60,32,84,10118,10000,No,0.17,2011,2025-03-23,34.1,Stories,Fashion,Friends only,No,Yes,1,Free,1.14
1002,Instagram,34,Male,India,Urban,Middle,Full-time employed,PhD,Single,No,8.8,6.7,Very poor,No,Weekly,8,5,17.6,97,86,7687,44.9,3,4,7,1.6,3,121.0,4,6,111,77,93,19,22,31,14,2,63,17,22,40,860,1503,Yes,0.28,2013,2025-04-15,30.2,Stories,Art,Private,No,Yes,1,Free,1.22
1003,Instagram,26,Male,Other,Rural,Middle,Student,Master’s,Married,No,11.9,5.4,Average,No,Weekly,23,2,20.3,141,83,7927,35.1,0,3,10,6.7,5,301.0,15,13,300,148,173,52,51,43,38,9,156,49,63,96,3741,4628,No,0.33,2025,2025-05-07,20.1,Photos,Art,Public,No,Yes,1,Business,1.05
1004,Instagram,38,Male,India,Urban,Lower-middle,Freelancer,Some college,Single,Yes,15.1,6.8,Poor,Yes,Rarely,7,1,26.3,152,67,7983,42.2,1,8,10,3.6,6,79.0,3,0,100,75,70,21,13,20,17,3,42,20,18,27,257,586,Yes,0.51,2018,2025-08-24,26.3,Stories,Other,Public,Yes,No,3,Premium,1.4
1005,Instagram,40,Female,India,Urban,Lower-middle,Unemployed,Master’s,Married,No,9.5,6.3,Good,No,Weekly,13,2,23.9,146,64,8083,49.6,3,6,6,2.3,1,263.0,12,14,200,145,170,46,30,47,34,9,111,73,65,60,2233,4720,Yes,0.67,2019,2025-03-30,21.9,Photos,Travel,Private,Yes,Yes,4,Free,1.15
1006,Instagram,35,Male,Brazil,Suburban,Lower-middle,Full-time employed,High school,Single,Yes,1.0,5.7,Very poor,No,Rarely,18,4,31.9,109,78,8119,20.4,3,4,15,0.7,4,278.0,10,5,195,139,152,41,32,54,27,7,131,47,58,64,3907,9103,Yes,0.74,2012,2025-12-11,27.8,Photos,Art,Private,Yes,Yes,5,Free,0.89
1007,Instagram,26,Male,United States,Suburban,Middle,Full-time employed,High school,Married,No,11.0,9.7,Average,No,Daily,30,4,20.5,112,73,7878,39.3,2,3,9,10.1,1,305.0,27,13,300,144,177,52,40,40,25,5,128,48,52,106,10786,10000,No,0.87,2019,2025-08-31,11.3,Videos,Art,Private,Yes,No,1,Free,1.05
1008,Instagram,36,Female,India,Suburban,High,Student,Some college,In a relationship,No,6.5,6.9,Average,No,Rarely,2,10,23.2,152,72,7985,55.0,4,5,9,4.2,4,5.0,1,3,44,27,33,2,10,13,7,3,3,1,1,2,1232,1325,No,0.95,2015,2025-01-04,5.0,Photos,Art,Public,No,Yes,1,Free,7.67
1009,Instagram,14,Female,Brazil,Urban,Middle,Freelancer,Other,Single,Yes,11.5,5.3,Average,No,Never,5,8,21.1,138,74,8108,27.4,5,2,11,5.2,2,84.0,3,8,162,60,74,21,19,19,8,2,43,20,13,32,3616,3898,Yes,0.58,2021,2025-09-23,28.0,Reels,Travel,Private,No,No,4,Free,1.65
1010,Instagram,57,Female,India,Urban,Lower-middle,Freelancer,Bachelor’s,Single,No,6.4,8.5,Poor,Yes,Weekly,7,9,17.6,136,92,8039,62.4,2,5,12,5.3,3,5.0,1,7,42,36,24,7,11,5,3,2,2,1,1,1,601,898,No,0.81,2022,2025-02-10,5.0,Videos,Tech,Friends only,Yes,No,2,Premium,9.83
1011,Instagram,38,Female,United States,Urban,High,Part-time,Some college,Single,No,2.8,6.4,Good,No,Rarely,26,2,32.4,130,94,7929,46.2,4,1,11,5.3,4,236.0,12,4,192,119,130,33,41,32,21,6,139,36,43,47,99,113,No,0.78,2017,2025-10-08,19.7,Photos,Fitness,Public,Yes,No,1,Free,0.88
1012,Instagram,26,Female,United States,Urban,Low,Student,Some college,Married,No,4.0,8.3,Excellent,No,Rarely,39,3,23.8,114,75,8017,41.5,5,5,4,1.5,3,319.0,12,1,300,150,168,46,44,54,20,12,182,88,67,82,242,412,No,0.62,2020,2026-01-02,26.6,Photos,Tech,Public,No,Yes,4,Business,0.82
1013,Instagram,63,Male,Brazil,Urban,Low,Full-time employed,Bachelor’s,Single,No,11.4,5.3,Excellent,Yes,Weekly,4,5,27.0,125,61,8207,53.6,6,2,11,3.6,8,76.0,6,1,96,66,60,16,22,17,12,3,38,17,9,27,1208,1992,No,0.75,2019,2025-02-07,12.7,Videos,Other,Friends only,No,Yes,1,Premium,1.23
1014,Instagram,19,Male,Canada,Rural,Low,Student,High school,In a relationship,Yes,5.5,6.1,Good,No,Rarely,7,9,25.8,146,94,8177,27.2,0,3,9,2.0,1,40.0,2,8,144,48,37,13,21,16,7,1,19,9,7,11,4587,5122,No,0.26,2019,2025-07-13,20.0,Stories,Fashion,Friends only,Yes,No,2,Free,2.12
1015,Instagram,15,Female,Japan,Suburban,Upper-middle,Full-time employed,High school,Divorced,Yes,5.8,8.1,Poor,No,Never,16,9,30.2,156,87,8094,35.1,2,5,8,1.0,1,144.0,5,12,190,96,88,30,28,25,11,7,60,15,22,40,2944,4707,Yes,0.26,2017,2025-03-14,28.8,Photos,Fitness,Public,Yes,No,3,Free,1.27
1016,Instagram,59,Female,India,Urban,Upper-middle,Full-time employed,Master’s,In a relationship,Yes,6.7,4.0,Good,No,Never,20,6,28.3,140,78,7959,29.5,3,3,8,5.9,3,157.0,7,5,121,98,114,37,27,21,16,2,89,21,29,59,203,397,No,0.15,2020,2025-01-03,22.4,Videos,Music,Private,Yes,No,1,Free,1.28
1017,Instagram,35,Male,Other,Urban,Lower-middle,Full-time employed,Bachelor’s,Single,No,7.5,7.7,Poor,Former,Several times a week,5,1,30.0,143,98,8061,30.6,4,4,14,2.4,1,216.0,22,15,205,129,118,43,27,29,23,3,117,49,48,60,1018,2487,No,0.91,2011,2025-11-11,9.8,Live,Travel,Friends only,Yes,Yes,2,Free,1.15
1018,Instagram,58,Male,Other,Suburban,Lower-middle,Student,Bachelor’s,Widowed,Yes,0.6,7.1,Good,No,Several times a week,28,3,25.2,124,88,8030,38.4,0,2,8,4.5,4,250.0,10,7,195,132,153,56,38,38,29,9,136,75,35,70,4505,5028,Yes,0.81,2025,2025-05-26,25.0,Mixed,Other,Friends only,No,No,1,Free,1.14
1019,Instagram,55,Male,United States,Suburban,Middle,Part-time,High school,Single,No,3.8,7.0,Average,No,Rarely,18,6,25.0,102,71,8041,38.3,0,7,10,3.4,1,161.0,14,5,153,113,106,35,25,24,18,4,82,25,39,55,2134,3393,No,0.29,2015,2025-07-29,11.5,Live,Art,Private,Yes,Yes,4,Free,1.18
1020,Instagram,59,Female,India,Suburban,Low,Full-time employed,Bachelor’s,Single,Yes,7.9,6.9,Average,No,Weekly,38,5,22.4,146,82,7879,37.6,3,0,10,1.0,0,324.0,10,11,240,150,203,54,46,45,33,12,139,96,73,71,3380,5634,Yes,0.44,2018,2025-06-25,32.4,Photos,Other,Public,No,Yes,1,Premium,1.06
1021,Instagram,57,Female,United States,Suburban,Lower-middle,Unemployed,High school,Single,No,3.0,7.8,Average,No,Rarely,22,2,24.9,155,70,8148,54.7,2,3,7,3.6,6,200.0,6,2,170,110,131,36,35,35,20,6,102,21,33,43,626,1059,No,0.97,2024,2025-01-03,33.3,Videos,Travel,Friends only,Yes,Yes,1,Free,1.04
1022,Instagram,30,Female,Brazil,Rural,Low,Unemployed,Master’s,In a relationship,No,5.2,6.5,Average,No,Weekly,7,7,15.9,136,87,8154,48.5,3,3,7,5.7,2,54.0,2,4,72,43,58,14,17,15,8,4,28,10,12,15,931,1723,No,0.75,2016,2025-06-11,27.0,Mixed,Food,Private,Yes,No,2,Business,1.78
1023,Instagram,50,Female,United States,Suburban,Middle,Student,Bachelor’s,Married,No,3.5,5.9,Excellent,No,Rarely,39,3,28.9,113,85,7989,47.7,4,2,14,3.1,3,340.0,12,10,229,150,170,67,48,55,47,6,153,85,67,94,1520,2869,Yes,0.2,2011,2025-04-06,28.3,Videos,Fashion,Public,Yes,No,1,Free,0.98
1024,Instagram,47,Female,Brazil,Suburban,Low,Full-time employed,Other,Married,Yes,4.3,7.7,Poor,No,Daily,21,10,34.2,96,71,8138,26.2,1,9,10,2.3,0,107.0,10,1,100,75,75,25,18,17,9,1,61,17,27,30,1359,1711,No,0.42,2020,2025-03-26,10.7,Videos,Fashion,Private,Yes,Yes,1,Free,1.19
1025,Instagram,63,Female,Canada,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,No,3.1,7.8,Average,Former,Never,3,8,28.6,109,81,7974,46.9,3,5,18,5.8,6,5.0,1,4,36,32,23,6,14,5,6,1,2,1,1,2,3100,5063,No,0.57,2015,2025-02-22,5.0,Stories,Fitness,Private,Yes,No,3,Business,7.83
1026,Instagram,27,Male,United States,Suburban,Upper-middle,Full-time employed,Bachelor’s,Single,No,2.6,8.3,Average,No,Never,20,1,21.9,91,72,8100,34.7,2,2,14,1.1,1,312.0,11,6,283,150,186,50,40,32,31,7,156,86,67,72,1089,1512,No,0.33,2015,2025-01-28,28.4,Stories,Tech,Friends only,Yes,No,0,Business,0.97
1027,Instagram,37,Female,Canada,Urban,Lower-middle,Full-time employed,Bachelor’s,Married,No,9.0,5.4,Very poor,No,Rarely,33,7,22.5,109,84,8041,48.0,4,4,8,1.5,2,303.0,9,10,198,150,160,48,47,46,37,10,139,53,40,120,592,1277,No,0.03,2010,2025-07-31,33.7,Live,Travel,Public,Yes,No,4,Free,0.94
1028,Instagram,49,Male,Australia,Suburban,Low,Part-time,Bachelor’s,Single,No,7.3,6.4,Excellent,No,Rarely,6,7,22.0,145,80,8100,38.2,1,5,15,1.1,5,5.0,1,6,53,30,30,12,9,10,4,2,2,1,1,1,1038,663,No,0.86,2012,2025-01-16,5.0,Live,Travel,Friends only,Yes,Yes,3,Premium,12.0
1029,Instagram,40,Male,Brazil,Urban,High,Freelancer,Bachelor’s,Single,No,0.8,5.8,Excellent,No,Rarely,39,1,19.2,128,73,8119,27.9,5,4,13,5.0,4,324.0,15,6,265,143,186,62,49,49,22,9,140,82,43,123,328,446,Yes,0.08,2012,2025-03-06,21.6,Reels,Music,Public,No,Yes,1,Free,1.01
1030,Instagram,22,Male,Brazil,Rural,Low,Student,Bachelor’s,Married,No,6.3,6.7,Good,Former,Weekly,20,6,18.8,106,69,8036,34.1,3,6,6,1.9,5,252.0,17,16,275,135,130,42,42,41,32,11,107,45,61,92,4147,5845,No,0.3,2011,2025-05-12,14.8,Mixed,Music,Private,Yes,Yes,3,Free,1.04
1031,Instagram,51,Female,India,Suburban,Middle,Unemployed,Some college,Single,No,5.7,8.6,Poor,No,Rarely,6,6,27.0,90,66,8047,47.6,0,3,13,4.7,2,18.0,1,5,46,38,40,8,9,12,5,0,10,4,2,4,510,434,No,0.8,2025,2025-11-08,18.0,Mixed,Food,Public,Yes,Yes,2,Premium,3.74
1032,Instagram,29,Male,India,Suburban,Upper-middle,Unemployed,Bachelor’s,Single,Yes,9.7,5.6,Good,No,Never,26,7,30.9,122,76,8118,35.0,3,3,14,7.8,2,202.0,18,8,233,99,120,39,31,20,25,5,106,41,27,65,851,437,No,0.38,2011,2025-10-08,11.2,Reels,Travel,Public,Yes,Yes,5,Free,1.09
1033,Instagram,51,Male,Australia,Urban,Middle,Student,High school,Married,Yes,3.2,5.0,Poor,No,Never,5,5,27.0,102,61,7852,33.7,3,4,15,7.1,5,79.0,5,3,79,47,61,17,19,19,4,5,43,13,13,20,2832,4140,Yes,0.84,2014,2025-04-20,15.8,Live,Other,Friends only,No,Yes,2,Free,1.3
1034,Instagram,34,Female,India,Suburban,Middle,Student,Bachelor’s,Single,No,10.3,7.0,Poor,Yes,Weekly,3,7,30.3,100,60,7972,45.5,5,1,8,6.0,3,66.0,4,0,91,48,70,10,19,16,9,7,30,16,12,14,15477,10000,No,0.48,2016,2025-06-23,16.5,Mixed,Food,Friends only,Yes,Yes,2,Premium,1.34
1035,Instagram,38,Male,United Kingdom,Urban,Middle,Freelancer,Master’s,Single,No,2.2,7.3,Very poor,No,Weekly,40,7,28.6,112,85,8103,46.7,2,3,10,5.0,3,357.0,19,4,253,150,211,61,48,52,36,9,146,65,51,138,309,311,No,0.38,2017,2025-04-20,18.8,Mixed,Travel,Private,Yes,No,2,Free,0.96
1036,Instagram,56,Female,India,Rural,Low,Full-time employed,Master’s,Married,No,5.5,5.3,Excellent,No,Never,9,6,25.9,152,81,8049,28.4,2,6,9,2.8,2,78.0,3,3,93,75,70,18,15,15,10,2,37,11,11,26,3897,2143,No,0.77,2019,2025-06-08,26.0,Videos,Tech,Public,Yes,No,2,Free,1.46
1037,Instagram,37,Prefer not to say,Canada,Suburban,High,Student,High school,In a relationship,No,13.5,6.4,Very poor,No,Never,32,1,28.2,119,75,7946,49.0,4,3,11,2.7,3,270.0,17,7,200,148,152,42,45,42,30,6,137,72,37,105,1962,1927,No,0.69,2021,2025-08-31,15.9,Stories,Music,Private,No,Yes,0,Free,0.95
1038,Instagram,29,Female,India,Urban,Middle,Freelancer,Bachelor’s,Single,No,8.7,7.9,Average,No,Weekly,9,1,27.9,158,90,7897,36.7,4,2,10,4.1,5,232.0,14,10,242,119,148,28,30,27,23,8,116,26,26,66,4242,8718,No,0.95,2022,2025-09-19,16.6,Stories,Fitness,Public,Yes,No,1,Premium,1.0
1039,Instagram,25,Female,Australia,Suburban,Lower-middle,Full-time employed,Bachelor’s,Married,No,8.0,7.9,Average,No,Rarely,15,9,27.7,96,63,8125,52.4,3,8,14,2.1,5,115.0,4,2,167,71,77,21,14,33,13,4,48,15,24,43,2593,3050,No,0.26,2012,2025-06-13,28.8,Stories,Travel,Public,Yes,No,2,Free,1.08
1040,Instagram,32,Female,United States,Rural,Middle,Part-time,Some college,Single,No,3.7,6.4,Poor,No,Never,23,3,30.4,141,81,7928,38.7,2,5,8,2.3,5,281.0,8,10,223,128,171,43,37,46,32,5,140,63,65,79,6159,4281,Yes,0.88,2012,2025-07-10,35.1,Videos,Music,Friends only,No,No,2,Free,1.02
1041,Instagram,37,Male,United Kingdom,Suburban,Low,Part-time,Bachelor’s,Single,Yes,6.0,8.3,Poor,Yes,Never,9,1,24.1,94,70,8063,48.7,5,6,10,1.9,4,156.0,12,4,149,93,100,32,32,26,11,4,70,44,24,52,7034,10000,No,0.15,2021,2025-06-26,13.0,Mixed,Food,Friends only,Yes,No,1,Free,1.12
1042,Instagram,16,Male,India,Rural,Lower-middle,Full-time employed,Other,In a relationship,No,10.1,6.9,Excellent,Yes,Rarely,33,5,24.8,119,96,7907,45.8,2,6,14,0.5,3,358.0,22,19,300,150,192,73,39,60,34,7,186,64,65,98,5301,10000,No,0.06,2025,2025-10-22,16.3,Live,Travel,Public,Yes,No,2,Premium,1.1
1043,Instagram,22,Male,United States,Urban,Low,Student,Master’s,Divorced,No,4.1,5.0,Poor,No,Rarely,33,10,20.0,139,76,7865,53.1,5,6,9,6.4,6,252.0,9,6,288,130,150,41,40,33,23,8,120,37,56,91,5870,10000,No,0.96,2016,2025-08-21,28.0,Mixed,Other,Private,Yes,Yes,5,Free,0.99
1044,Instagram,15,Female,Canada,Urban,Lower-middle,Full-time employed,Some college,Married,No,5.5,7.3,Average,Former,Weekly,39,9,32.9,138,84,7942,67.9,1,5,13,2.0,4,360.0,13,8,300,150,228,66,55,54,29,5,180,84,39,127,856,2136,No,0.49,2024,2025-09-11,27.7,Photos,Music,Private,No,No,2,Free,1.06
1045,Instagram,53,Female,Australia,Urban,Low,Full-time employed,Some college,In a relationship,No,9.2,7.9,Good,Former,Daily,29,7,20.0,118,97,8174,37.9,2,4,6,6.4,2,173.0,6,3,152,100,102,27,27,22,16,2,81,30,32,62,660,316,No,0.19,2023,2025-02-17,28.8,Reels,Art,Friends only,Yes,No,2,Free,0.95
1046,Instagram,57,Female,United States,Suburban,Lower-middle,Full-time employed,Bachelor’s,In a relationship,No,9.8,5.9,Average,No,Weekly,39,10,25.8,90,79,7869,39.2,1,6,16,1.9,3,227.0,7,4,159,115,158,44,32,27,24,3,112,55,30,84,1357,1814,No,0.25,2016,2025-07-21,32.4,Stories,Fitness,Public,No,No,2,Premium,1.13
1047,Instagram,30,Male,India,Urban,Lower-middle,Full-time employed,Some college,Married,No,2.4,4.9,Poor,No,Never,30,5,33.0,91,74,8105,60.2,2,7,11,8.5,3,219.0,17,9,194,116,157,29,28,33,23,4,115,32,34,56,246,121,No,0.02,2016,2025-06-22,12.9,Mixed,Other,Friends only,No,No,2,Free,1.1
1048,Instagram,59,Female,Brazil,Suburban,Middle,Freelancer,High school,Married,No,2.2,5.8,Poor,No,Several times a week,18,2,24.4,96,80,8036,46.2,2,7,12,1.2,5,253.0,10,12,206,133,153,51,32,42,23,7,108,66,47,58,8949,8034,Yes,0.16,2022,2025-08-08,25.3,Videos,Food,Friends only,No,No,4,Business,1.15
1049,Instagram,48,Male,Australia,Urban,Low,Part-time,High school,Single,No,2.9,6.3,Average,No,Never,36,1,25.9,116,82,8041,25.9,3,4,10,1.1,4,323.0,11,8,266,142,184,45,50,44,27,5,151,91,46,106,3492,6253,No,0.67,2020,2025-04-21,29.4,Stories,Other,Public,No,No,3,Premium,0.92
1050,Instagram,59,Female,United States,Urban,Lower-middle,Full-time employed,Some college,Single,No,11.3,8.5,Good,No,Weekly,10,8,28.2,98,68,7958,38.5,3,3,9,8.8,3,25.0,2,1,69,47,48,8,3,14,10,1,11,7,5,7,287,577,No,0.4,2013,2025-01-05,12.5,Stories,Food,Public,Yes,No,2,Free,2.58
1051,Instagram,34,Female,Brazil,Rural,Lower-middle,Full-time employed,Bachelor’s,In a relationship,Yes,9.3,6.0,Average,No,Rarely,17,4,27.4,92,75,8121,27.5,4,6,6,6.3,1,215.0,15,4,163,103,122,37,36,30,21,6,110,46,28,68,5410,3990,Yes,0.62,2019,2025-02-28,14.3,Mixed,Fitness,Friends only,No,Yes,0,Premium,0.96
1052,Instagram,46,Female,United States,Suburban,Lower-middle,Full-time employed,High school,Single,Yes,2.5,7.1,Excellent,No,Weekly,21,10,23.6,104,69,7975,45.5,2,1,10,1.3,3,74.0,3,1,76,63,76,13,15,14,13,1,38,19,17,20,485,1027,Yes,0.38,2018,2025-09-21,24.7,Photos,Other,Private,Yes,No,4,Free,1.4
